title,heading,content,tokens
Human nutrition,Government policies,"Canada's Food Guide is an example of a government-run nutrition program. Produced by Health Canada, the guide advises food quantities, provides education on balanced nutrition, and promotes physical activity in accordance with government-mandated nutrient needs. Like other nutrition programs around the world, Canada's Food Guide divides nutrition into four main food groups: vegetables and fruit, grain products, milk and alternatives, and meat and alternatives. Unlike its American counterpart, the Canadian guide references and provides alternative to meat and dairy, which can be attributed to the growing vegan and vegetarian movements.
In the US, nutritional standards and recommendations are established jointly by the US Department of Agriculture and US Department of Health and Human Services (HHS) and these recommendations are published as the Dietary Guidelines for Americans. Dietary and physical activity guidelines from the USDA are presented in the concept of MyPlate, which superseded the food pyramid, which replaced the Four Food Groups. The Senate committee currently responsible for oversight of the USDA is the Agriculture, Nutrition and Forestry Committee. Committee hearings are often televised on C-SPAN. The U.S. HHS provides a sample week-long menu that fulfills the nutritional recommendations of the government.",242
Human nutrition,Government programs,"Governmental organisations have been working on nutrition literacy interventions in non-primary health care settings to address the nutrition information problem in the U.S. Some programs include:
The Family Nutrition Program (FNP) is a free nutrition education program serving low-income adults around the U.S. This program is funded by the Food Nutrition Service's (FNS) branch of the United States Department of Agriculture (USDA) usually through a local state academic institution that runs the program. The FNP has developed a series of tools to help families participating in the Food Stamp Program stretch their food dollar and form healthful eating habits including nutrition education.Expanded Food and Nutrition Education Program (ENFEP) is a unique program that currently operates in all 50 states and in American Samoa, Guam, Micronesia, Northern Marianas, Puerto Rico, and the Virgin Islands. It is designed to assist limited-resource audiences in acquiring the knowledge, skills, attitudes, and changed behavior necessary for nutritionally sound diets, and to contribute to their personal development and the improvement of the total family diet and nutritional well-being.
An example of a state initiative to promote nutrition literacy is Smart Bodies, a public-private partnership between the state's largest university system and largest health insurer, Louisiana State Agricultural Center and Blue Cross and Blue Shield of Louisiana Foundation. Launched in 2005, this program promotes lifelong healthful eating patterns and physically active lifestyles for children and their families. It is an interactive educational program designed to help prevent childhood obesity through classroom activities that teach children healthful eating habits and physical exercise.",324
Human nutrition,Education,"Nutrition is taught in schools in many countries. In England and Wales, the Personal and Social Education and Food Technology curricula include nutrition, stressing the importance of a balanced diet and teaching how to read nutrition labels on packaging. In many schools, a Nutrition class will fall within the Family and Consumer Science (FCS) or Health departments. In some American schools, students are required to take a certain number of FCS or Health related classes. Nutrition is offered at many schools, and, if it is not a class of its own, nutrition is included in other FCS or Health classes such as: Life Skills, Independent Living, Single Survival, Freshmen Connection, Health etc. In many Nutrition classes, students learn about the food groups, the food pyramid, Daily Recommended Allowances, calories, vitamins, minerals, malnutrition, physical activity, healthful food choices, portion sizes, and how to live a healthy life.A 1985 US National Research Council report entitled Nutrition Education in US Medical Schools concluded that nutrition education in medical schools was inadequate. Only 20% of the schools surveyed taught nutrition as a separate, required course. A 2006 survey found that this number had risen to 30%. Membership by physicians in leading professional nutrition societies such as the American Society for Nutrition has generally declined from the 1990s.",263
Human nutrition,Professional organizations,"In the US, Registered dietitian nutritionists (RDs or RDNs) are health professionals qualified to provide safe, evidence-based dietary advice which includes a review of what is eaten, a thorough review of nutritional health, and a personalized nutritional treatment plan through dieting. They also provide preventive and therapeutic programs at work places, schools and similar institutions. Certified Clinical Nutritionists or CCNs, are trained health professionals who also offer dietary advice on the role of nutrition in chronic disease, including possible prevention or remediation by addressing nutritional deficiencies before resorting to drugs. Government regulation especially in terms of licensing, is currently less universal for the CCN than that of RD or RDN. Another advanced Nutrition Professional is a Certified Nutrition Specialist or CNS. These Board Certified Nutritionists typically specialize in obesity and chronic disease. In order to become board certified, potential CNS candidate must pass an examination, much like Registered Dieticians. This exam covers specific domains within the health sphere including; Clinical Intervention and Human Health. The National Board of Physician Nutrition Specialists offers board certification for physicians practicing nutrition medicine.",222
Human nutrition,Sports nutrition,"The protein requirement for each individual differs, as do opinions about whether and to what extent physically active people require more protein. The 2005 Recommended Dietary Allowances (RDA), aimed at the general healthy adult population, provide for an intake of 0.8 grams of protein per kilogram of body weight. A review panel stating that ""no additional dietary protein is suggested for healthy adults undertaking resistance or endurance exercise.""The main fuel used by the body during exercise is carbohydrates, which is stored in muscle as glycogen – a form of sugar. During exercise, muscle glycogen reserves can be used up, especially when activities last longer than 90 min.",131
Human nutrition,Paediatric nutrition,"Adequate nutrition is essential for the growth of children from infancy right through until adolescence. Some nutrients are specifically required for growth on top of nutrients required for normal body maintenance, in particular calcium and iron.",44
Human nutrition,Clinical nutrition,"On admission to intensive care unit, energy and protein requirements are calculated to determine the targets of nutritional therapy. Enteral nutrition (administering nutrition using a feeding tube) is started within 24 to 48 hours of admission with feeding targets increased every week. The risk of aspiration (inhalation of fluid or food particles while drinking or eating) can be reduced by elevating the head, using prokinetic agent, and using a chlorhexidine mouthwash. Although the presence of bowel sounds and the amount of gastric residual volume aspirated after feeding can be used to monitor the functionality of the gastrointestinal tract before feeding is started; starting nutritional therapy at this stage regardless of the functional status is feasible and safe within 36 to 48 hours of admission. Parenteral nutrition (administering of nutrition intravenously) should be started when enteral nutrition is not possible or sufficient or in high-risk subjects.Before undergoing surgery, a subject should avoid long periods of fasting. Oral feeding should be established as soon as possible after surgery. Other aspects of nutrition such as control of glucose, reduction in risk factors that causes stress-related catabolism or impairment of gastrointestinal functions, and encourage early physical activity to encourage protein synthesis and muscle functions.",251
Human nutrition,History of human nutrition,"Early human nutrition was largely determined by the availability and palatability of foods. Humans evolved as omnivorous hunter-gatherers, though the diet of humans has varied significantly depending on location and climate. The diet in the tropics tended to depend more heavily on plant foods, while the diet at higher latitudes tended more towards animal products. Analyses of postcranial and cranial remains of humans and animals from the Neolithic, along with detailed bone-modification studies, have shown that cannibalism also occurred among prehistoric humans.Agriculture developed at different times in different places, starting about 11,500 years ago, providing some cultures with a more abundant supply of grains (such as wheat, rice and maize) and potatoes; and originating staples such as bread, pasta dough, and tortillas. The domestication of animals provided some cultures with milk and dairy products.
In 2020, archeological research discovered a frescoed thermopolium (a fast-food counter) in an exceptional state of preservation from 79 in Pompeii, including 2,000-year-old foods available in some of the deep terra cotta jars.",239
Human nutrition,18th century until today: food processing and nutrition,"Since the Industrial Revolution in the 18th and 19th century, the food processing industry has invented many technologies that both help keep foods fresh longer and alter the fresh state of food as they appear in nature. Cooling and freezing are primary technologies used to maintain freshness, whereas many more technologies have been invented to allow foods to last longer without becoming spoiled. These latter technologies include pasteurisation, autoclavation, drying, salting, and separation of various components, all of which appearing to alter the original nutritional contents of food. Pasteurisation and autoclavation (heating techniques) have no doubt improved the safety of many common foods, preventing epidemics of bacterial infection.
Modern separation techniques such as milling, centrifugation, and pressing have enabled concentration of particular components of food, yielding flour, oils, juices, and so on, and even separate fatty acids, amino acids, vitamins, and minerals. Inevitably, such large-scale concentration changes the nutritional content of food, saving certain nutrients while removing others. Heating techniques may also reduce the content of many heat-labile nutrients such as certain vitamins and phytochemicals, and possibly other yet-to-be-discovered substances.Because of reduced nutritional value, processed foods are often enriched or fortified with some of the most critical nutrients (usually certain vitamins) that were lost during processing. Nonetheless, processed foods tend to have an inferior nutritional profile compared to whole, fresh foods, regarding content of both sugar and high GI starches, potassium/sodium, vitamins, fiber, and of intact, unoxidized (essential) fatty acids. In addition, processed foods often contain potentially harmful substances such as oxidized fats and trans fatty acids.
A dramatic example of the effect of food processing on a population's health is the history of epidemics of beri-beri in people subsisting on polished rice. Removing the outer layer of rice by polishing it removes with it the essential vitamin thiamine, causing beri-beri. Another example is the development of scurvy among infants in the late 19th century in the United States. It turned out that the vast majority of those affected were being fed milk that had been heat-treated (as suggested by Pasteur) to control bacterial disease. Pasteurisation was effective against bacteria, but it destroyed the vitamin C.",494
Human nutrition,Antiquity: Start of scientific research on nutrition,"Around 3000 BC the Vedic texts made mention of scientific research on nutrition. The first recorded dietary advice, carved into a Babylonian stone tablet in about 2500 BC, cautioned those with pain inside to avoid eating onions for three days. Scurvy, later found to be a vitamin C deficiency, was first described in 1500 BC in the Ebers Papyrus.According to Walter Gratzer, the study of nutrition probably began during the 6th century BC. In China, the concept of qi developed, a spirit or ""wind"" similar to what Western Europeans later called pneuma. Food was classified into ""hot"" (for example, meats, blood, ginger, and hot spices) and ""cold"" (green vegetables) in China, India, Malaya, and Persia. Humours developed perhaps first in China alongside qi. Ho the Physician concluded that diseases are caused by deficiencies of elements (Wu Xing: fire, water, earth, wood, and metal), and he classified diseases as well as prescribed diets. About the same time in Italy, Alcmaeon of Croton (a Greek) wrote of the importance of equilibrium between what goes in and what goes out, and warned that imbalance would result in disease marked by obesity or emaciation.
Around 475 BC, Anaxagoras wrote that food is absorbed by the human body and, therefore, contains ""homeomerics"" (generative components), suggesting the existence of nutrients. Around 400 BC, Hippocrates, who recognized and was concerned with obesity, which may have been common in southern Europe at the time, said, ""Let food be your medicine and medicine be your food."" The works that are still attributed to him, Corpus Hippocraticum, called for moderation and emphasized exercise.Salt, pepper and other spices were prescribed for various ailments in various preparations for example mixed with vinegar. In the 2nd century BC, Cato the Elder believed that cabbage (or the urine of cabbage-eaters) could cure digestive diseases, ulcers, warts, and intoxication. Living about the turn of the millennium, Aulus Celsus, an ancient Roman doctor, believed in ""strong"" and ""weak"" foods (bread for example was strong, as were older animals and vegetables).The Book of Daniel, dated to the second century BC, contains a description of a comparison in health of captured people following Jewish dietary laws versus the diet of the soldiers of the king of Babylon. (The story may be legendary rather than historical.)",516
Human nutrition,1st to 17th century,"Galen was physician to gladiators in Pergamon, and in Rome, physician to Marcus Aurelius and the three emperors who succeeded him. 
In use from his life in the 1st century AD until the 17th century, it was heresy to disagree with the teachings of Galen for 1500 years. Most of Galen's teachings were gathered and enhanced in the late 11th century by Benedictine monks at the School of Salerno in Regimen sanitatis Salernitanum, which still had users in the 17th century. Galen believed in the bodily humours of Hippocrates, and he taught that pneuma is the source of life. Four elements (earth, air, fire and water) combine into ""complexion"", which combines into states (the four temperaments: sanguine, phlegmatic, choleric, and melancholic). The states are made up of pairs of attributes (hot and moist, cold and moist, hot and dry, and cold and dry), which are made of four humours: blood, phlegm, green (or yellow) bile, and black bile (the bodily form of the elements). Galen thought that for a person to have gout, kidney stones, or arthritis was scandalous, which Gratzer likens to Samuel Butler's Erehwon (1872) where sickness is a crime.In the 1500s, Paracelsus was probably the first to criticize Galen publicly. Also in the 16th century, scientist and artist Leonardo da Vinci compared metabolism to a burning candle. Leonardo did not publish his works on this subject, but he was not afraid of thinking for himself and he definitely disagreed with Galen. Ultimately, 16th century works of Andreas Vesalius, sometimes called the father of modern human anatomy, overturned Galen's ideas. He was followed by piercing thought amalgamated with the era's mysticism and religion sometimes fueled by the mechanics of Newton and Galileo. Jan Baptist van Helmont, who discovered several gases such as carbon dioxide, performed the first quantitative experiment. Robert Boyle advanced chemistry. Sanctorius measured body weight. Physician Herman Boerhaave modeled the digestive process. Physiologist Albrecht von Haller worked out the difference between nerves and muscles.",476
Human nutrition,"18th and 19th century: Lind, Lavoisier and modern science","Sometimes forgotten during his life, James Lind, a physician in the British navy, performed the first scientific nutrition experiment in 1747. Lind discovered that lime juice saved sailors that had been at sea for years from scurvy, a deadly and painful bleeding disorder. Between 1500 and 1800, an estimated two million sailors had died of scurvy. The discovery was ignored for forty years, but after about 1850, British sailors became known as ""limeys"". The essential vitamin C within citrus fruits would not be identified by scientists until 1932.
Around 1770, Antoine Lavoisier discovered the details of metabolism, demonstrating that the oxidation of food is the source of body heat. Called the most fundamental chemical discovery of the 18th century, Lavoisier discovered the principle of conservation of mass. His ideas made the phlogiston theory of combustion obsolete.In 1790, George Fordyce recognized calcium as necessary for the survival of fowl. In the early 19th century, the elements carbon, nitrogen, hydrogen, and oxygen were recognized as the primary components of food, and methods to measure their proportions were developed.In 1816, François Magendie discovered that dogs fed only carbohydrates (sugar), fat (olive oil), and water died evidently of starvation, but dogs also fed protein survived – identifying protein as an essential dietary component. William Prout in 1827 was the first person to divide foods into carbohydrates, fat, and protein. In 1840, Justus von Liebig discovered the chemical makeup of carbohydrates (sugars), fats (fatty acids) and proteins (amino acids). During the 19th century, Jean-Baptiste Dumas and von Liebig quarrelled over their shared belief that animals get their protein directly from plants (animal and plant protein are the same and that humans do not create organic compounds). With a reputation as the leading organic chemist of his day but with no credentials in animal physiology, von Liebig grew rich making food extracts like beef bouillon and infant formula that were later found to be of questionable nutritious value.
In the early 1880s, Kanehiro Takaki observed that Japanese sailors (whose diets consisted almost entirely of white rice) developed beriberi (or endemic neuritis, a disease causing heart problems and paralysis), but British sailors and Japanese naval officers did not. Adding various types of vegetables and meats to the diets of Japanese sailors prevented the disease. (This was not because of the increased protein as Takaki supposed, but because it introduced a few parts per million of thiamine to the diet.)).
In the 1860s, Claude Bernard discovered that body fat can be synthesized from carbohydrate and protein, showing that the energy in blood glucose can be stored as fat or as glycogen.In 1896, Eugen Baumann observed iodine in thyroid glands. In 1897, Christiaan Eijkman worked with natives of Java, who also had beriberi. Eijkman observed that chickens fed the native diet of white rice developed the symptoms of beriberi but remained healthy when fed unprocessed brown rice with the outer bran intact. His assistant, Gerrit Grijns correctly identified and described the anti-beriberi substance in rice. Eijkman cured the natives by feeding them brown rice, discovering that food can cure disease. Over two decades later, nutritionists learned that the outer rice bran contains vitamin B1, also known as thiamine.",712
Human nutrition,Early 20th century,"In the early 20th century, Carl von Voit and Max Rubner independently measured caloric energy expenditure in different species of animals, applying principles of physics in nutrition. In 1906, Edith G. Willcock and Frederick Hopkins showed that the amino acid tryptophan aids the well-being of mice but it did not assure their growth. In the middle of twelve years of attempts to isolate them, Hopkins said in a 1906 lecture that ""unsuspected dietetic factors"", other than calories, protein, and minerals, are needed to prevent deficiency diseases. In 1907, Stephen M. Babcock and Edwin B. Hart started the cow feeding, single-grain experiment, which took nearly four years to complete.
In 1912 Casimir Funk coined the term vitamin to label a vital factor in the diet: from the words ""vital"" and ""amine"", because these unknown substances preventing scurvy, beriberi, and pellagra, and were thought then to derive from ammonia. In 1913 Elmer McCollum discovered the first vitamins, fat-soluble vitamin A and water-soluble vitamin B (in 1915; later identified as a complex of several water-soluble vitamins) and named vitamin C as the then-unknown substance preventing scurvy. Lafayette Mendel (1872-1935) and Thomas Osborne (1859–1929) also performed pioneering work on vitamins A and B.
In 1919, Sir Edward Mellanby incorrectly identified rickets as a vitamin A deficiency because he could cure it in dogs with cod liver oil. In 1922, McCollum destroyed the vitamin A in cod liver oil, but found that it still cured rickets. Also in 1922, H.M. Evans and L.S. Bishop discover vitamin E as essential for rat pregnancy, originally calling it ""food factor X"" until 1925.
In 1925 Hart discovered that iron absorption requires trace amounts of copper. In 1927 Adolf Otto Reinhold Windaus synthesized vitamin D, for which he won the Nobel Prize in Chemistry in 1928. In 1928 Albert Szent-Györgyi isolated ascorbic acid, and in 1932 proved that it is vitamin C by preventing scurvy. In 1935 he synthesized it, and in 1937 won a Nobel Prize for his efforts. Szent-Györgyi concurrently elucidated much of the citric acid cycle.
In the 1930s, William Cumming Rose identified essential amino acids, necessary protein components that the body cannot synthesize. In 1935 Eric Underwood and Hedley Marston independently discovered the necessity of cobalt. In 1936, Eugene Floyd DuBois showed that work and school performance are related to caloric intake. In 1938, Erhard Fernholz discovered the chemical structure of vitamin E. It was synthesised the same year by Paul Karrer.Oxford University closed down its nutrition department after World War II because the subject seemed to have been completed between 1912 and 1944.",604
Human nutrition,Institutionalization of nutritional science in the 1950s,"Nutritional science as a separate, independent science discipline was institutionalized in the 1950s. At the instigation of the British physiologist John Yudkin at the University of London, the degrees Bachelor of Science and Master of Science in nutritional science were established. The first students were admitted in 1953, and in 1954 the Department of Nutrition was officially opened. In Germany, institutionalization followed in November 1956, when Hans-Diedrich Cremer was appointed to the chair for human nutrition in Giessen. Over time, seven other universities with similar institutions followed in Germany. From the 1950s to 1970s, a focus of nutritional science was on dietary fat and sugar. From the 1970s to the 1990s, attention was put on diet-related chronic diseases and supplementation.",163
Sports nutrition,Summary,"Sports nutrition is the study and practice of nutrition and diet with regards to improving anyone's athletic performance. Nutrition is an important part of many sports training regimens, being popular in strength sports (such as weightlifting and bodybuilding) and endurance sports (e.g. cycling, running, swimming, rowing). Sports nutrition focuses its studies on the type, as well as the quantity of fluids and food taken by an athlete. In addition, it deals with the consumption of nutrients such as vitamins, minerals, supplements and organic substances that include carbohydrates, proteins and fats.",118
Sports nutrition,Factors influencing nutritional requirements,"Differing conditions and objectives suggest the need for athletes to ensure that their sports nutritional approach is appropriate for their situation. Factors that may affect an athlete's nutritional needs include type of activity (aerobic vs. anaerobic), gender, weight, height, body mass index, workout or activity stage (pre-workout, intro-workout, recovery), and time of day (e.g. some nutrients are utilized by the body more effectively during sleep than while awake). Most culprits that get in the way of performance are fatigue, injury and soreness. A proper diet will reduce these disturbances in performance. The key to a proper diet is to get a variety of food, and to consume all the macro-nutrients, vitamins, and minerals needed. According to Eblere's article (2008), it is ideal to choose raw foods, for example unprocessed foods such as oranges instead of orange juice. Eating foods that are natural means the athlete is getting the most nutritional value out of the food. When foods are processed, the nutritional value is normally reduced.",224
Sports nutrition,Gender,"There are obvious physical differences between male and female anatomy, while physiology is the same for the most part, how they metabolize nutrients will vary. Men have less total body fat but tend to carry most of their fat in the adipose tissue of their abdominal region. Adipose tissue is indirectly mediated by androgen receptors in muscle. On the other hand, women have more total body fat that is carried in the subcutaneous layer of their hip region. Women metabolize glucose by direct and indirect control of expression of enzymes.",109
Sports nutrition,Anaerobic exercise,"During anaerobic exercise, the process of glycolysis breaks down the sugars from carbohydrates for energy without the use of oxygen. This type of exercise occurs in physical activity such as power sprints, strength resistances and quick explosive movement where the muscles are being used for power and speed, with short-time energy use. After this type of exercise, there is a need to refill glycogen storage sites in the body (the long simple sugar chains in the body that store energy), although they are not likely fully depleted.
To compensate for this glycogen reduction, athletes will often take in large amounts of carbohydrates, immediately following their exercise. Typically, high-glycemic-index carbohydrates are preferred for their ability to rapidly raise blood glucose levels. For the purpose of protein synthesis, protein or individual amino acids are ingested as well. Branched-chain amino acids are important since they are most responsible for the synthesis of protein. According to Lemon et al. (1995) female endurance runners have the hardest time getting enough protein in their diet. Endurance athletes in general need more protein in their diet than the sedentary person. Research has shown that endurance athletes are recommended to have 1.2 to 1.4 g of protein per kg of body weight in order to repair damaged tissue. If the athlete consumes too few calories for the body's needs, lean tissue will be broken down for energy and repair. Protein deficiency can cause many problems such as early and extreme fatigue, particularly long recovery, and poor wound healing. Complete proteins such as meat, eggs, and soy provide the athlete with all essential amino acids for synthesizing new tissues. However, vegetarian and vegan athletes frequently combine legumes with a whole grain to provide the body with a complete protein across the day's food intake. A popular combination being rice and beans.Spada's research on endurance sports nutrition (2000) and where the types of carbohydrates come from will be explained. He advises for carbohydrates to be unprocessed and/or whole grains for optimal performance while training. These carbohydrates offer the most fuel, nutritional value, and satiety. Fruits and vegetables contribute important carbohydrate foundation for an athlete's diet. They provide vitamins and minerals that are lost through exercise and later needed to be replenished. Both fruits and vegetables improve healing, aid in recovery, and reduce risks of cancer, high blood pressure, and constipation. Vegetables offer a little more nutritional value than fruits for the amount of calories, therefore an athlete should strive to eat more vegetables than fruits. Dark-colored vegetables usually have more nutritional value than pale colored ones. A general rule is the darker the color the more nutrient dense it is. Like all foods, it is very important to have a variety. To get the most nutritional value out of fruits and vegetables it is important to eat them in their natural, unprocessed form without added nutrients or sugar.Often in the continuation of this anaerobic exercise, the product from this metabolic mechanism builds up in what is called lactic acid fermentation. Lactate is produced more quickly than it is being removed and it serves to regenerate NAD+ cells on where it's needed. During intense exercise when oxygen is not being used, a high amount of ATP is produced and pH levels fall causing acidosis or more specifically lactic acidosis. Lactic acid build up can be treated by staying well-hydrated throughout and especially after the workout, having an efficient cool down routine and good post-workout stretching.Intense activity can cause significant and permanent damage to bodily tissues. In order to repair, vitamin E and other antioxidants are needed to protect muscle damage. Oxidation damage and muscle tissue breakdown happens during endurance running so athletes need to eat foods high in protein in order to repair these muscle tissues. It is important for female endurance runners to consume proper nutrients in their diet that will repair, fuel, and minimize fatigue and injury. To keep a female runner's body performing at its best, the ten nutrients need to be included in their diets.",812
Sports nutrition,Aerobic Exercise,"Aerobic exercise is also known as cardio because it is a form of cardiovascular conditioning. This includes exercises such as running, cycling, swimming and rowing. Athletes involved in aerobic exercise are typically looking to increase their endurance. These athletes are training their slow twitch muscle fibers to be better at taking in oxygen and getting it to their muscles. This is done by two mechanisms, glycolysis and aerobic respiration. Anaerobic glycolysis is also referred to as the ""short term energy system"", and is mostly used for high-intensity training, such as sprinting, and any sports which require quick bursts of speed. Slow twitch muscles are smaller in diameter and are slow to contract. These fibers don’t store much glycogen, instead they use lipids and amino acids to generate energy. With a high concentration of myoglobin that stores oxygen, the slow twitch muscle fibers have plenty of oxygen to function properly. These factors help make slow twitch muscle fibers fatigue resistant so athletes can have endurance in their sport. There are many options for supplements that athletes can take to assist with endurance like glycerol and guarana.",234
Sports nutrition,Supplements,"Dietary supplements contain one or more dietary ingredients (including vitamins; minerals; amino acids; herbs or other botanicals; and other substances) or their constituents is intended to be taken by mouth as a pill, capsule, tablet, or liquid. Athletes may choose to consider taking dietary supplements to assist in improving their athletic performance. There are many other supplements out there that include performance enhancing supplements (steroids, blood doping, creatine, human growth hormone), energy supplements (caffeine), and supplements that aid in recovery (protein, BCAAs).",116
Sports nutrition,Energy supplements,"Athletes sometimes turn to energy supplements to increase their ability to exercise more often. Common supplements to increase an athlete's energy include: Caffeine, Guarana, Vitamin B12, and Asian ginseng. Guarana is another supplement that athletes take to enhance their athletic ability, it is frequently used for weight loss and as an energy supplement.Caffeine, a common energy supplement, can be found in many different forms such as pills, tablets or capsules, and can also be found in common foods, such as coffee and tea. A 2009 study from the University of Texas reports that caffeinated energy drinks increase sporting performance. They found that after drinking an energy drink, 83% of participants improved their physical activity parameters by an average of 4.7%. This was attributed to the effects of caffeine, sucrose and Vitamin B in the drink - however scientific consensus does not support the efficacy of using Vitamin B as a performance enhancer. To explain the performance improvement the writers report an increase in blood levels of epinephrine, norepinephrine and beta-Endorphin. The adenosine receptor antagonism of caffeine accounts for the first two, while the latter is accounted for by the Neurobiological effects of physical exercise.Caffeine has been around since the 1900s and became popularly used in the 1970s when its power of masking fatigue became highly recognized. Similarly, the caffeine found in energy drinks and coffee shows an increased reaction performance and feelings of energy, focus and alertness in quickness and reaction anaerobic power tests. In other words, consuming an energy drink or any drink with caffeine increases short time/rapid exercise performance (like short full-speed sprints and heavy power weight lifting). Caffeine is chemically similar to adenosine, a type of sugar that helps in the regulation of important body processes, including the firing of neurotransmitters. Caffeine takes the place of adenosine in your brain, attaching itself to the same neural receptors affected by adenosine, and causing your neurons to fire more rapidly, hence caffeine's stimulating effects.Carbohydrates are also a very common form of energy supplements, as all sugars are carbohydrates. Products like Gatorade and Powerade are formulated with simple sugars such as sucrose and dextrose. Carbohydrates are necessary as they maintain blood glucose levels and restore muscle glycogen levels.",490
Sports nutrition,Recovery supplements,"Common supplements to help athletes recover from exercising include protein and amino acid supplements. The main use for athletes to take dietary proteins are for hormones, oxygen transport, cellular repair, enzymes and conversion to fuel. The intake of protein is a part of the nutrient requirements for the normal athlete and is an important component of exercise training. In addition, it aids in performance and recovery. Dietary protein intake for well-trained athletes should occur before, during and after physical activity as it is advantageous in gaining muscle mass and strength. However, if too much protein and amino acid supplements is consumed it can be more harmful to the body than it is beneficial; health risks include: dehydration, gout, calcium loss, liver, renal damage, diarrhea, bloating, and water loss. A bountiful protein diet must be paired with a healthy, well-rounded meal plan and regular resistance exercise. Characteristics of this particular diet include the type of exercise, intensity, duration and carbohydrate values of diet. The most effective way to secure the natural nutrients required by the body for optimum health and physiological performance is by consuming vitamins, minerals, proteins, fats, sugars and carbohydrates, which can be procured from fresh fruits and vegetables.Post-exercise nutrition is an important factor in a nutrition plan for athletes as it pertains to the recovery of the body. Traditionally, sports drinks such as Gatorade and Powerade, are consumed during and after exercise because they effectively rehydrate the body by refueling the body with minerals and electrolytes. Electrolytes regulate the body's nerve and muscle function, blood pH, blood pressure, and the rebuilding of damaged tissue. These types of drink are commonly made of glucose and sucrose in water and has been seen to improve the football players' performance.A substitute for sports drinks is milk, which contains many electrolytes, nutrients and other elements that help to make it an effective post-exercise beverage. It is true that milk helps replace fluids and electrolytes lost after the athlete has worked out. A recovery drink is supposed to replenish the sugar lost, and help recover the muscles to be able to workout at full intensity by the next time they workout.  When compared to plain water or sports drinks, research supported by the Dairy and Nutrition Council suggests that chocolate milk is more effective at replacing fluids lost through sweat and maintaining normal body fluid levels. Athletes drinking chocolate milk following exercise-induced dehydration had fluid levels about 2 percent higher (on initial body mass) than those using other post-exercise recovery beverages. These results allowed for prolonged performance, especially in repeated bouts of exercise or training.",530
Sports nutrition,Performance-enhancing supplements,"In the extreme case of performance-enhancing supplements, athletes, particularly bodybuilders may choose to use illegal substances such as anabolic steroids. These compounds which are related to the hormone testosterone, can quickly build mass and strength, but have many adverse effects such as high blood pressure and negative gender specific effects. Blood doping, another illegal ergogenic, was discovered in the 1940s when it was used by World War II pilots. Blood doping also known as blood transfusions, increases oxygen delivery to exercising tissues and has been demonstrated to improve performance in endurance sports, such as long-distance cycling.
The supplement creatine may be helpful for well-trained athletes to increase exercise performance and strength in relation with their dietary regimen. The substance glutamine, found in whey fiber supplements, is the most abundant free amino acid found in the human body. It is considered that glutamine may have a possible role in stimulated anabolic processes such as muscle glycogen and protein synthesis, for well-trained and well-nourished athletes. Other popular studies done on supplements include androstenedione, chromium, and ephedra. The findings show that there are no substantial benefits from the extra intake of these supplements, yet higher health risks and costs.",252
Preventive nutrition,Summary,"Preventive nutrition is a branch of nutrition science with the goal of preventing or delaying or reducing the impacts of disease and disease-related complications. It is concerned with a high level of personal well-being, disease prevention, and diagnosis of recurring health problems or symptoms of discomfort which are often precursors to health issues. Preventive nutrition may assist in prolonging the onset of non-communicable diseases (such as Type 2 diabetes or cardiovascular disease) and may allow adults to experience more ""healthy living years"" later in life. The need for preventive nutrition continues to grow as the overweight and obese population numbers steadily rise within the childhood to adult populous, as the numbers have increased over the last 40 years. To educate the public about preventive nutrition, each social structure has its own way to communicate what preventive nutrition is  within its own society, this is done through either  a public health forum, government programs and policies or nutritional education. In the United States, preventive nutrition is taught to the public through the use of the food pyramid or MyPlate initiatives.",217
Preventive nutrition,History,"The idea of using preventive nutrition as a medical treatment is not a new idea, as philosopher Hippocrates (460-377 BC) states that the best way to diminish diseases or ailments was to ""Let food be your medicine and medicine be your food"". Since the understanding for preventive nutrition was needed, the Mediterranean Diet model was the standard reference guide. As the Mediterranean diet was initially recognized to fight against the onset of heart disease.Since the early 1980s food trends have gradually begun to change, with the introduction and fast popularization of processed prepackaged convenience foods. With this popularization these type of foods also increased the digestions of high amounts of sugar, sodium and high fatty foods which have a lower nutrient-density value that can have great adverse effects on health.",157
Preventive nutrition,Benefits of Preventive Nutrition,"There are endless benefits to eating healthy, and everybody knows this.  According to a survey done in China on the hypertensive population, obesity was a leading cause of hypertension.  According to the article, ""Hypertension is a major public health challenge in China. The prevalence of hypertension awareness, treatment, and control are still low despite existing public health policies and programs to reduce the burden of hypertension,"" [3].  Of the 3579 participants with hypertension, those with obesity were less likely to have their hypertension under control [3].  Preventive nutrition exists for this exact purpose.  It is necessary to prevent people from becoming overweight or out of shape before they fall victim to the side effects of obesity, injury, or other things associated with bad diets including anxiety and depression.  For example, a heavily Mediterranean diet for one year has been proven to provide senior citizens with better health than their previous diets [4].  The group of seniors was put on the Mediterranean diet for one year, and it was shown that the bacteria in the gut was far more diverse after the year on the diet.  In addition to this, the elders showed decreased signs of frailty, including hand strength, walking speed, and cognitive function.  This is because ""The more diverse microbiota in the intervention group produced more short-chain fatty acids that have been associated with better health,"" [4].  The benefits of preventive nutrition, and nutrition overall extend far beyond just this, as nutrition can impact every individual and/or group in much different ways.",315
